CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100021712	209	63688	223114	Lipid	Secondary Bile Acid Metabolism	3509	NAMED	GMRIQHBJNVMHJA-LLQZFEROSA-N	O[C@H]1C[C@]2([H])[C@]([C@@]3([H])C[C@H](OS(O)(=O)=O)[C@@]4(C)[C@](CC[C@@]4([C@H](C)CCC(O)=O)[H])([H])[C@]3([H])CC2)(C)CC1	deoxycholic acid 12-sulfate*	deoxycholic acid 12-sulfate*						Neg
1136	209	33443	126081	Lipid	Short Chain Fatty Acid	1506	NAMED	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	OC(CCCC)=O	valerate (5:0)	valerate (5:0)	109-52-4	7701	HMDB0000892	C00803	7991	Neg
1143	209	40605	223227	Lipid	Short Chain Fatty Acid	1505	NAMED	FERIUCNNQQJTOY-UHFFFAOYSA-N	OC(CCC)=O	butyrate/isobutyrate (4:0)	butyrate/isobutyrate (4:0)	109-92-6	259	HMDB0000039	C00246	264	Neg
313	402	17769	158166	Lipid	Sphingolipid Synthesis	3025	NAMED	OTKJDMGTUTTYMP-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(C(CO)N)O	sphinganine	sphinganine	3102-56-5	3014	HMDB0000269	C00836	3126	Pos Late
100001876	402	52605	165336	Lipid	Sphingolipid Synthesis	3026	NAMED	YHEDRJPUIRMZMP-UHFFFAOYSA-N	OP(O)(OCC(C(CCCCCCCCCCCCCCC)O)N)=O	sphinganine-1-phosphate	sphinganine-1-phosphate	19794-97-9	505	HMDB0001383		520	Pos Late
100015643	402	57426	211079	Lipid	Sphingolipid Synthesis	3027	NAMED	KWDXKYNWAKMLKK-YQMRQDNGSA-N	OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H]	sphingadienine	sphingadienine	25696-03-1	4952479			6449795	Pos Late
1538	402	19503	164530	Lipid	Sphingomyelins	3131	NAMED	LKQLRGMMMAHREN-YJFXYUILSA-N	CCCCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	stearoyl sphingomyelin (d18:1/18:0)	stearoyl sphingomyelin (d18:1/18:0)	"85187-10-6,85187-10-6"	4956085	HMDB0001348	C00550	6453725	Pos Late
100002106	402	37529	164200	Lipid	Sphingomyelins	3145	NAMED	NBEADXWAAWCCDG-QDDWGVBQSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H]	"sphingomyelin (d18:1/18:1, d18:2/18:0)"	"sphingomyelin (d18:1/18:1, d18:2/18:0)"	108392-10-5	4947837	HMDB0012101		6443882	Pos Late
100002107	402	37506	164195	Lipid	Sphingomyelins	3129	NAMED	RWKUXQNLWDTSLO-GWQJGLRPSA-N	CCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	palmitoyl sphingomyelin (d18:1/16:0)	palmitoyl sphingomyelin (d18:1/16:0)	6254-89-3	8115562	HMDB0010169		9939941	Pos Late
100004328	402	42463	164531	Lipid	Sphingomyelins	3139	NAMED	KYICBZWZQPCUMO-PSALXKTOSA-N	CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	"sphingomyelin (d18:1/14:0, d16:1/16:0)*"		9608732	HMDB0012097		11433862	Pos Late
100004329	402	42459	161023	Lipid	Sphingomyelins	3143	NAMED	IWHLTJGDYLJQSH-FLPFCPAFSA-N	CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	"sphingomyelin (d18:2/16:0, d18:1/16:1)*"			"HMDB0240638,HMDB0240613"			Pos Late
100005985	402	47154	164532	Lipid	Sphingomyelins	3140	NAMED	SOWIKWJDPCEPOJ-IOBWIPHESA-N	CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"			"HMDB0240637,HMDB0240612"			Pos Late
100005986	402	47153	164529	Lipid	Sphingomyelins	3155	NAMED	WKZHECFHXLTOLJ-QYKFWSDSSA-N	O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	94359-13-4	24846874	HMDB0012107		44260126	Pos Late
100006290	402	48490	164042	Lipid	Sphingomyelins	3147	NAMED	AADLTHQNYQJHQV-SVLGDMRNSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	"sphingomyelin (d18:1/20:0, d16:1/22:0)*"		23113477	HMDB0012102		44260124	Pos Late
100006292	402	48491	164534	Lipid	Sphingomyelins	3148	NAMED	MDRFMTLYKHBJTF-YECRPIIFSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	222403-67-0		"HMDB0240610,HMDB0240632"			Pos Late
100006293	402	57481	211144	Lipid	Sphingomyelins	3149	NAMED	YVTVVJRJLRHYSJ-COUPUTHFSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"						Pos Late
100006294	402	48492	164533	Lipid	Sphingomyelins	3132	NAMED	FJJANLYCZUNFSE-TWKUQIQBSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	behenoyl sphingomyelin (d18:1/22:0)*	behenoyl sphingomyelin (d18:1/22:0)*		24846873	HMDB0012103		44260125	Pos Late
100006295	402	48493	164535	Lipid	Sphingomyelins	3152	NAMED	VBFKEZGCUWHGSK-ADSSWVSQSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"		29368329	HMDB0012104			Pos Late
100006296	402	57477	211140	Lipid	Sphingomyelins	3153	NAMED	BBJBWENPFZYXKM-CUYAXJSGSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"			"HMDB0240670,HMDB0240672,HMDB0240669"			Pos Late
100006298	402	57330	210828	Lipid	Sphingomyelins	3134	NAMED	QEDPUVGSSDPBMD-XTAIVQBESA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	lignoceroyl sphingomyelin (d18:1/24:0)	lignoceroyl sphingomyelin (d18:1/24:0)	60037-60-7	24846875	HMDB0011697			Pos Late
100006314	402	52433	164557	Lipid	Sphingomyelins	3141	NAMED	LQINJRUGTUOHGS-YPDYIYJKSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"	"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"	121999-58-4	28532779	"HMDB0240617,HMDB0240608"			Pos Late
100008920	402	52615	165347	Lipid	Sphingomyelins	3144	NAMED	YMQZQHIESOAPQH-JXGHDCMNSA-N	O=C(N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])COP([O-])(OCC[N+](C)(C)C)=O)CCCCCCCCCCCCCCCC	"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	121999-64-2		"HMDB0240620,HMDB0240609,HMDB0240622"		46891763	Pos Late
100008955	402	52436	164560	Lipid	Sphingomyelins	3133	NAMED	SXZWBNWTCVLZJN-NMIJJABPSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	tricosanoyl sphingomyelin (d18:1/23:0)*	tricosanoyl sphingomyelin (d18:1/23:0)*			HMDB0012105			Pos Late
100008956	402	52435	164559	Lipid	Sphingomyelins	3154	NAMED	JBDGKEXQKCCQFK-JWQIMADESA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"	"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"			"HMDB0240634,HMDB0011696,HMDB0240614"		134757653	Pos Late
100008957	402	52437	164561	Lipid	Sphingomyelins	3156	NAMED	TXFLWJQVQCDUDZ-BRUGZULGSA-N	[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	"sphingomyelin (d18:2/24:1, d18:1/24:2)*"			"HMDB0240636,HMDB0240615"		85336023	Pos Late
100009025	402	52495	165187	Lipid	Sphingomyelins	3150	NAMED	YXSZOBWVQJIWNE-QVDCKBILSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"			"HMDB0240619,HMDB0240611,HMDB0240621"			Pos Late
100015787	402	57475	211138	Lipid	Sphingomyelins	3146	NAMED	HAFQHLHNPJDAGB-MAJDXUCPSA-N	CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O	"sphingomyelin (d18:1/19:0, d19:1/18:0)*"	"sphingomyelin (d18:1/19:0, d19:1/18:0)*"						Pos Late
100015788	402	57474	211137	Lipid	Sphingomyelins	3135	NAMED	YMTVMVYOUDDTQJ-UOMMIRHQSA-N	[H][C@](NC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	sphingomyelin (d18:2/18:1)*	sphingomyelin (d18:2/18:1)*			HMDB0001348		52931155	Pos Late
100015789	402	57479	211142	Lipid	Sphingomyelins	3137	NAMED	ZLNGRWIWHFFRNK-UKCALJHFSA-N	CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:2/24:2)*	sphingomyelin (d18:2/24:2)*			HMDB0240644			Pos Late
100015790	402	57480	211143	Lipid	Sphingomyelins	3151	NAMED	SDUGEKJCGFHJRC-GKPQAQNZSA-N	CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	"sphingomyelin (d18:2/21:0, d16:2/23:0)*"			HMDB0240676			Pos Late
100015791	402	57482	211145	Lipid	Sphingomyelins	3136	NAMED	FEKSRDMVIULIDJ-SQPFVDNVSA-N	CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:2/23:1)*	sphingomyelin (d18:2/23:1)*			HMDB0240668			Pos Late
100015792	402	57478	211141	Lipid	Sphingomyelins	3157	NAMED	JONXXLXMISNQNG-BXMSAMRLSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"	"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"		24846885	"HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671"			Pos Late
100015793	402	57483	211146	Lipid	Sphingomyelins	3142	NAMED	YHBBZTIPONDTRX-TVUHHANTSA-N	[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	"sphingomyelin (d17:2/16:0, d18:2/15:0)*"	"sphingomyelin (d17:2/16:0, d18:2/15:0)*"			HMDB0240677			Pos Late
100020276	402	62152	219058	Lipid	Sphingomyelins	3138	NAMED	VDFACZRLDXDTEB-WSYRTZMQSA-N	CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O	"sphingomyelin (d17:1/14:0, d16:1/15:0)*"	"sphingomyelin (d17:1/14:0, d16:1/15:0)*"						Pos Late
100021000	402	62851	220620	Lipid	Sphingomyelins	3130	NAMED	FAVAZPKFPKOYCT-VTAPXIELSA-N	CCCCCCCCCCCCCCC(O)C(N[C@@H](COP([O-])(OCC[N+](C)(C)C)=O)[C@@H](/C=C/CCCCCCCCCCCCC)O)=O	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**						Pos Late
297	402	17747	158164	Lipid	Sphingosines	3185	NAMED	WWUZIQQURGPMPG-CCEZHUSRSA-N	CCCCCCCCCCCCC/C=C/C(C(CO)N)O	sphingosine	sphingosine	123-78-4	4510275	HMDB0000252	C00319	5280335	Pos Late
100000626	402	34445	158668	Lipid	Sphingosines	3187	NAMED	DUYSYHSSBDVJSM-KRWOKUGFSA-N	OP([O-])(OC[C@@]([H])([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[NH3+])=O	sphingosine 1-phosphate	sphingosine 1-phosphate	26993-30-6	4446673	HMDB0000277	C06124	5283560	Pos Late
100015723	402	57428	211081	Lipid	Sphingosines	3193	NAMED	BTUSGZZCQZACPT-YYZTVXDQSA-N	OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC	hexadecasphingosine (d16:1)*	hexadecasphingosine (d16:1)*		28533427			14767871	Pos Late
266	402	63	164177	Lipid	Sterol	3218	NAMED	HVYWMOMLDIMFJA-LBHVWCRMSA-N	CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CC[C@H](O)C3)C)C4CC1	cholesterol	cholesterol	57-88-5	4937803	HMDB0000067	C00187	"5997,6432564,11025495"	Pos Late
100001609	209	36776	128301	Lipid	Sterol	3232	NAMED	SATGKQGFUDXGAX-MYWFJNCASA-N	O=C(C(CCC[C@H]([C@H]1CC[C@H]2[C@H]3[C@@H]([C@]4(C)C(C[C@H]3O)=CC(CC4)=O)CC[C@@]21C)C)C)O	7alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	7-HOCA	115538-85-7	2338765	HMDB0012458	C17337	3081085	Neg
100001611	209	36803	143803	Lipid	Sterol	3234	NAMED	GYJSAWZGYQXRBS-GRJZKGIBSA-N	O[C@H]1[C@@]([C@@](CC2)([H])[C@](CC[C@@H]3O)(C)C(C3)=C1)([H])[C@@]4([H])[C@@]2(C)[C@]([C@H](C)CCCC(C)C(O)=O)([H])CC4	"3beta,7alpha-dihydroxy-5-cholestenoate"	"3beta,7alpha-dihydroxy-5-cholestenoate"	115538-84-6	2338764	HMDB0012454	C17335	3081084	Neg
100001774	209	36842	143826	Lipid	Sterol	3243	NAMED	GYJSAWZGYQXRBS-OSLQQXMWSA-N	O=C(C(CCC[C@@H]([C@@H]1CC[C@@H]2[C@@H]3[C@H]([C@@]4(C)C(C[C@@H](CC4)O)=C[C@H]3O)CC[C@]21C)C)C)O	"3beta,7beta-dihydroxy-5-cholestenoate"	"3beta,7beta-dihydroxy-5-cholestenoate"	1246298-66-7					Neg
100002227	402	38125	164218	Lipid	Sterol	3245	NAMED	NYOXRYYXRWJDKP-UHFFFAOYSA-N	CC12C(CCC3C2CCC4(C)C3CCC4C(CCCC(C)C)C)=CC(CC1)=O	4-cholesten-3-one	4-cholesten-3-one	601-57-0	427	HMDB0000921	C00599	91477	Pos Late
100006370	209	54805	207701	Lipid	Sterol	3235	NAMED	WVXOMPRLWLXFAP-AMQKJUDNSA-N	C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CC=C4[C@]3(C)CC[C@H](O)C4)CCCC(C(O)=O)C	3beta-hydroxy-5-cholestenoate	3beta-hydroxy-5-cholestenoate	6561-58-6		HMDB0012453	C17333	165511	Neg
93	305	528	146398	Energy	TCA Cycle	1463	NAMED	KPGXRSRHYNQIFN-UHFFFAOYSA-N	O=C(C(O)=O)CCC(O)=O	alpha-ketoglutarate	alpha-ketoglutarate	"328-50-7,22202-68-2,305-72-6"	50	HMDB0000208	C00026	51	Polar
252	305	1437	147106	Energy	TCA Cycle	1466	NAMED	KDYFGRWQOYBRFD-UHFFFAOYSA-N	OC(CCC(O)=O)=O	succinate	succinate	110-15-6	1078	HMDB0000254	C00042	1110	Polar
330	305	1643	146876	Energy	TCA Cycle	1467	NAMED	VZCYOOQTPOCHFL-OWOJBTEDSA-N	OC(/C=C/C(O)=O)=O	fumarate	fumarate	100-17-8	10197150	HMDB0000134	C00122	444972	Polar
409	209	1303	123199	Energy	TCA Cycle	1469	NAMED	BJEPYKJPYRNKOW-UHFFFAOYSA-N	OC(C(O)=O)CC(O)=O	malate	malate	6915-15-7	510	"HMDB0031518,HMDB0000156,HMDB0000744"	"C00149,C00711,C00497"	525	Neg
1124	209	1564	124575	Energy	TCA Cycle	1457	NAMED	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(CC(CC(O)=O)(O)C(O)=O)=O	citrate	citrate	77-92-9	305	HMDB0000094	C00158	311	Neg
100001359	209	46173	144239	Energy	TCA Cycle	1459	NAMED			aconitate [cis or trans]	aconitate [cis or trans]			"HMDB0000958,HMDB000072"	"C004174,C02341"	"444212,643757"	Neg
100001948	400	37058	156287	Energy	TCA Cycle	1465	NAMED	HAEVNYBCYZZDFL-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCC(O)=O)=O)=O	succinylcarnitine (C4-DC)	succinylcarnitine (C4-DC)	256928-74-2	28639166	HMDB0061717		71464481	Pos Early
100006438	305	47076	148336	Energy	TCA Cycle	1480	NAMED	HNEGQIOMVPPMNR-IHWYPQMZSA-N	C/C(C(O)=O)=C/C(O)=O	citraconate/glutaconate	citraconate/glutaconate			"HMDB0000634,HMDB0000620"	"C02226,C02214"	"5280498,643798"	Polar
100008929	209	52282	164310	Energy	TCA Cycle	1478	NAMED	YNOXCRMFGMSKIJ-UHFFFAOYSA-N	CC(C(O)=O)C(C(O)=O)(O)CC(O)=O	2-methylcitrate/homocitrate	2-methylcitrate/homocitrate			"HMDB0003518,HMDB0000379"	C01251	"439459,515"	Neg
100009239	305	54724	207379	Energy	TCA Cycle	1462	NAMED	UKZDIMBDWHZXOK-UHFFFAOYSA-N	OC(C(C1)C(C(O)=O)OC1=O)=O	isocitric lactone	isocitric lactone	4702-32-3	88729			98259	Polar
848	400	553	155318	Xenobiotics	Tobacco Metabolite	4639	NAMED	UIKROCXWUNQSPJ-VIFPVBQESA-N	O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C	cotinine	cotinine	486-56-6	746405	HMDB0001046		408	Pos Early
100002715	400	57782	213835	Xenobiotics	Tobacco Metabolite	4648	NAMED	FXFANIORDKRCCA-UHFFFAOYSA-N	O=C1CCC(N1)C2=CN=CC=C2	norcotinine	norcotinine	17114-40-8	400	HMDB0001297		413	Pos Early
100002717	400	38661	156555	Xenobiotics	Tobacco Metabolite	4640	NAMED	XOKCJXZZNAUIQN-IENPIDJESA-N	O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O	hydroxycotinine	hydroxycotinine	34834-67-8	8395266	HMDB0001390		107963	Pos Early
1105	402	1561	164189	Cofactors and Vitamins	Tocopherol Metabolism	4388	NAMED	GVJHHUAWPYXKBD-IEOSBIPESA-N	CC1=C2C(O[C@@](CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)C)(C)CC2)=C(C)C(C)=C1O	alpha-tocopherol	alpha-tocopherol	"10191-41-0,59-02-9"	14265	HMDB0001893	C02477	86472	Pos Late
100002094	209	44876	127733	Cofactors and Vitamins	Tocopherol Metabolism	4396	NAMED	VMJQLPNCUPGMNQ-UHFFFAOYSA-N	OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1	gamma-CEHC	gamma-CEHC	178167-75-4	117455	HMDB0001931		133098	Neg
100002206	209	48188	153115	Cofactors and Vitamins	Tocopherol Metabolism	4402	NAMED	AXODOWFEFKOVSH-UHFFFAOYSA-N	OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1C	alpha-CEHC	alpha-CEHC	4072-32-6	8119154	HMDB0001518		9943542	Neg
100003101	209	39346	144302	Cofactors and Vitamins	Tocopherol Metabolism	4398	NAMED	MWDYOFPRWKTECC-UHFFFAOYSA-N	OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2C)O1)=O	alpha-CEHC glucuronide*	alpha-CEHC glucuronide*	477200-36-5		HMDB0062445		134819285	Neg
100004243	209	42381	144301	Cofactors and Vitamins	Tocopherol Metabolism	4397	NAMED	NOZSTAZEOBPSBY-UHFFFAOYSA-N	OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O	gamma-CEHC glucuronide*	gamma-CEHC glucuronide*					121596235	Neg
100005972	209	47666	153114	Cofactors and Vitamins	Tocopherol Metabolism	4399	NAMED	ZQMMTPNJGWUHCB-UHFFFAOYSA-N	CC1=C(OS(O)(=O)=O)C(C)=C2C(OC(C)(CCC(O)=O)CC2)=C1C	alpha-CEHC sulfate	alpha-CEHC sulfate						Neg
100005977	209	63926	223841	Cofactors and Vitamins	Tocopherol Metabolism	4387	NAMED	DYOFESDCRUIQTB-UHFFFAOYSA-N	OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCCC(C)C(O)=O)CC3)C3=C2C)O1)=O	alpha-CMBHC glucuronide	alpha-CMBHC glucuronide						Neg
100008998	402	52473	165151	Cofactors and Vitamins	Tocopherol Metabolism	4410	NAMED	QUEDXNHFTDJVIY-DQCZWYHMSA-N	CC1=C(C(CC2)=CC(O)=C1C)O[C@@]2(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C	gamma-tocopherol/beta-tocopherol	gamma-tocopherol/beta-tocopherol			"HMDB0006335,HMDB0001492"	"C14152,C02483"		Pos Late
100020416	209	62287	219260	Cofactors and Vitamins	Tocopherol Metabolism	4404	NAMED	BNVXCCQXUZCRSR-UHFFFAOYSA-N	OC1=CC2=C(C(C)=C1)OC(CCC(O)=O)(C)CC2	delta-CEHC	delta-CEHC	84599-16-6	9710906			35027084	Neg
100020483	209	62286	219259	Cofactors and Vitamins	Tocopherol Metabolism	4405	NAMED	UCCZSQROJUPRKT-UHFFFAOYSA-N	OC1C(OC2=CC(C)=C3C(CCC(C)(CCC(O)=O)O3)=C2)OC(C(O)=O)C(O)C1O	delta-CEHC glucuronide	delta-CEHC glucuronide						Neg
98	209	1417	124553	Amino Acid	Tryptophan Metabolism	277	NAMED	HCZHHEIFKROPDY-UHFFFAOYSA-N	OC1=C(C=CC=C2)C2=NC(C(O)=O)=C1	kynurenate	kynurenate	492-27-3	3712	HMDB0000715	C01717	3845	Neg
504	400	2342	155468	Amino Acid	Tryptophan Metabolism	292	NAMED	QZAYGJVTTNCVMB-UHFFFAOYSA-N	NCCC1=CNC(C=C2)=C1C=C2O	serotonin	serotonin	153-98-0	5013	HMDB0000259	C00780	5202	Pos Early
565	400	54	155294	Amino Acid	Tryptophan Metabolism	259	NAMED	QIVBCDIJIAJPQS-VIFPVBQESA-N	O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2	tryptophan	tryptophan	73-22-3	6066	HMDB0000929	C00078	6305	Pos Early
1022	400	1512	155387	Amino Acid	Tryptophan Metabolism	287	NAMED	SIOXPEMLGUPBBT-UHFFFAOYSA-N	O=C(O)C1=NC=CC=C1	picolinate	picolinate	98-98-6	993	HMDB0002243	C10164	1018	Pos Early
1258	400	4970	155491	Amino Acid	Tryptophan Metabolism	280	NAMED	RWZYAGGXGHYGMB-UHFFFAOYSA-N	OC(C1=CC=CC=C1N)=O	anthranilate	anthranilate	118-92-3	222	HMDB0001123	C00108	227	Pos Early
100000015	400	15679	155571	Amino Acid	Tryptophan Metabolism	283	NAMED	FBZONXHGGPHHIY-UHFFFAOYSA-N	OC1=C2C(C(O)=CC(C(O)=O)=N2)=CC=C1	xanthurenate	xanthurenate	59-007	5497	HMDB0000881	C02470	5699	Pos Early
100000265	400	15140	155539	Amino Acid	Tryptophan Metabolism	272	NAMED	YGPSJZOEDVAXAB-QMMMGPOBSA-N	N[C@H](C(O)=O)CC(C1=CC=CC=C1N)=O	kynurenine	kynurenine	2922-83-0	141580	HMDB0000684	C00328	161166	Pos Early
100000463	209	18349	124659	Amino Acid	Tryptophan Metabolism	303	NAMED	XGILAAMKEQUXLS-UHFFFAOYSA-N	OC(C(O)=O)CC1=CNC2=C1C=CC=C2	indolelactate	indolelactate	832-97-3	83867	HMDB0000671	C02043	92904	Neg
